x,y
8.961704402448365,4.719370159318112
-3.4484271084666682,9.357160811262677
-5.592157605823452,-8.299019296401408
0.6826207787068092,10.099254274828
-1.9012583277462127,9.7902341153303
4.348723485363334,-9.171257140551889
-8.678546558626016,-5.082535974104178
-10.031124120655301,-0.5379768516443542
-4.142557383826608,9.030340055572255
-1.2015473348283014,-9.978834004284048
-2.3377237391762646,9.678780740765495
-0.815739689511777,-10.013770015238485
9.036343193332256,4.259220027685483
6.655201256631259,-7.592842852526807
-9.996785793897182,0.027231221349379123
-9.451610963574197,3.8450349709291323
-7.642867357831189,-6.405953781848575
-7.068880261758996,-6.997473831507267
6.775066400332963,7.402155145105781
0.395788464891069,-10.100035230772418
-1.6392825052278353,9.973184092624622
8.283251160947446,-5.632192402073083
4.14923644056522,-9.135817702673636
-5.705812152066401,8.253844162677257
3.5105574101983055,-9.24834358901469
-6.261340463128389,7.928067214174253
7.953706617375926,5.851381051384991
9.61012464747599,-2.346291678352848
-5.7479683592892306,-8.189685231402555
-9.591204879372347,2.7147914461535105
-8.070896606580211,6.038152153655018
-4.543636333726587,8.958352273510874
9.945862526109428,-1.1646511847362075
6.550455050034462,7.406290496145476
-3.9612866465191034,9.184842696977883
-9.953284159986858,0.9094718614975115
-9.926617048648312,1.3809927996733284
-9.796288866186327,1.7817120323553053
4.519475009994168,8.979015207237687
6.111167228021046,7.871576340306713
-0.30079672920628236,10.038405732068044
8.660624851564465,-5.156744054734302
7.540919299354303,6.486000543231001
0.46276271792721835,-9.911987490587565
0.476360200276336,-10.036338103097247
3.619373118751618,-9.180162956587054
7.651978143946226,-6.6093054082578195
-0.8182613107305169,9.967566145423127
1.5898506228721958,9.861186028468595
-9.819373373023042,2.1621562690285563
-0.9512421659469528,10.003268940818652
-0.9843005680905934,-9.952094702446685
-6.626434460835404,-7.60626839030984
7.022979430412509,-7.024066085226846
8.740711497130327,5.002974118287677
8.517214033898556,-5.031048841281476
-2.7038607945724307,9.680549695633259
-9.950180360631713,0.5824424494749637
-9.143818009173028,3.712897730481411
0.6491085816474252,-10.004629045540685
-8.770116394843548,4.79752199436639
9.232954142128222,-3.4191968077852914
8.009765765862237,-5.626810562935269
6.933250042357956,-7.185105985721997
9.160196665506769,4.399253973487006
6.111725902909094,-7.955492882937976
1.9614537278290396,-9.73758486958233
8.044571201168063,6.120483447996809
7.878501695240249,6.30490989791083
8.149296185178295,6.0123455469336635
10.042876580832587,0.7163118541323492
-9.621217302521835,-3.0350997501133015
9.932690066250254,-1.6760758654308738
-9.22277444213425,3.7400136101932198
-9.515496828644588,-2.49149864688781
9.747109613739033,-1.9885419802401623
-0.32914864313331815,10.105134535569412
6.2758840297759075,-7.7364533001361036
-9.564264097070913,-2.8695201275859845
-8.956580030916257,-4.178719280904468
-5.495115872646239,8.288821351617992
-9.259816866517813,-3.773276307284545
9.006587857878754,4.457457312080407
0.9145710794883051,-9.91203014044249
-2.150853714368164,9.711825109950038
7.672555136065636,-6.543954569765586
-6.768350202588498,7.405472744607795
6.264502114384814,7.852093431631003
-3.3861839429858875,-9.571507567491095
5.087385514295891,8.550491848630106
0.23111965215374458,-9.992425601134881
9.853969864162158,-2.001158473484733
1.830119478434486,-9.742445443632358
9.923362875732133,1.4090753531559175
-8.096182564560532,-5.873348772435462
-3.456493285454904,-9.679069527126998
4.570104448203784,-8.905839885996814
9.495893850957641,3.486440103986436
-10.004340787373284,1.2569566003546255
-9.641246131798418,-2.1786753239568935
4.790288380652225,8.601132373535316
-4.407419650101378,9.003848699349932
-9.419852740658374,3.714411470627771
5.0076468203081,-8.689081189148698
9.039480962690144,-4.294828251428312
-6.897720730954706,-7.200977882490891
-7.794853256214192,6.050608973873546
-0.25081672853483095,9.900771461557843
9.775857694163925,-1.1019518967843223
9.833464296825117,-1.053116253239587
8.862543377490145,-4.517308408101586
2.2396909100172366,-9.825570654128779
-4.563092401366047,8.848165576189823
4.09696466900083,-9.150234178286407
-8.413763873950627,5.429476840833953
-4.6620359177046335,8.903146032184344
-0.3192251491316064,-9.891368654567087
8.866450093520584,4.849295730579598
9.403865588339064,2.961884450348292
-9.427640801119212,3.197806730704874
-9.420358027245316,3.348887605358284
7.986543026922316,-6.143386556071472
7.116474671108933,7.220348458973285
7.201788823455384,7.048134469969269
6.09163180762129,8.108261393578859
9.74448962093497,1.842130694521095
9.108557599147577,4.407844058261545
-5.419822475512708,-8.524858615196376
-8.872379932434114,4.067646194296933
0.8517836290340004,-9.941530174291554
10.049324731432671,-0.46773045610771097
-5.381499215123747,-8.367275242350914
9.398509161097117,3.0835313144557235
8.085762301249105,6.236465009290448
7.340870246462484,-6.806895593858843
-9.864771576789517,-1.7214192303781928
4.471478495904315,-8.798012644162483
6.1707818776701915,-7.791051205486741
8.904423232125911,-4.3501295178868
9.609824324873884,-3.1338265396816953
-9.460008406884967,-3.3941206128291235
-5.381397846442052,8.360782574733735
9.768754612614249,-2.386540467085299
-9.535421995532426,-2.9273417634907672
9.217656214782215,3.937555739416531
-6.253190891877907,-7.83311300560289
-8.556138783175317,-5.256880233492529
7.955753897886856,-6.107878655949505
-5.738735092754442,-8.240800426269645
-5.902789803148331,8.22705656392042
9.838297606396269,-2.1197001959076123
3.176047011705928,-9.446695553576351
-6.819633002531207,-7.300465475996809
-2.6972682524968348,9.757059923297723
-7.013794620431418,7.143644470463763
-4.801167965384898,-8.729384183962399
8.937811028818723,4.342492450763198
-0.42077645247358547,10.018471384969931
-2.2295493641644457,-9.660574715263651
-10.048761024299221,1.2682664219337159
-8.092780833484989,5.695790756604195
5.889292987092875,8.264031123200695
-9.313264257982196,3.5627884855232947
1.2824959046875384,-9.808839033264402
-0.8809794369260869,9.980109447468237
9.898998611479001,0.33590327458826125
-4.9013271606666935,-8.720421285714988
9.795555571904837,-1.7015697281728916
-7.904695943181939,-6.278125533660313
7.303019561966791,6.8512474413032125
-4.248326631325242,8.921258011721331
6.696483062463894,-7.346196705751093
1.100797328587628,10.010150310899816
-7.89695151345413,-6.342626196030465
-8.183971006119952,5.738648748105648
2.5905519635028407,9.550453132832923
3.9203066891534144,-9.313988297723306
-0.45342633570846524,-10.059842931303578
-5.342496062423772,-8.60743198918499
0.8599315733250297,9.99208577522058
8.126053209493302,5.738360011046467
-8.922642136017942,-4.628488524390192
-9.467417531842088,-3.3198988888628707
3.7536976710941645,9.20669925695121
9.400621489141583,3.46785053865564
8.724487258865897,4.847024927026437
10.063963430547288,-0.4574322286891052
2.104818686763039,-9.826300057726813
8.729764745576375,-4.658227468137823
3.345144333142785,9.30152917587936
9.685946658690124,-2.450080741186194
6.246904379270126,7.812927429463895
